id,desc,createTime,video.duration,author.verified,music.title,stats.playCount,stats.diggCount,stats.commentCount,stats.shareCount,hashtagFreqFeature,desc_len,num_hashtags,verified,hour,weekday,is_original_sound,engagement_score
6854427303347260678,Yeah...idk either,2020-07-28 07:18:46,11,False,paradises room,1245,84,11,11,101,17,0,0,7,1,0,0.001727333827331865
6853656122742689030,Do our dance,2020-07-26 05:26:12,15,False,RICKY DESKTOP THE DICE BEAT,183,5,0,1,101,12,0,0,5,6,0,1.8307771281257837e-05
6853654625669696773,,2020-07-26 05:20:23,15,False,RICKY DESKTOP THE DICE BEAT,203,7,2,0,101,3,0,0,5,6,0,0.00029180801053601467
6853653584698002693,,2020-07-26 05:16:21,15,False,RICKY DESKTOP THE DICE BEAT,176,5,0,0,101,3,0,0,5,6,0,1.1556050290390666e-05
6852387186646551814,I couldn’t sleep with my ears exposed for like 2 years,2020-07-22 19:22:01,56,False,I am at ur moms house,3617,71,8,3,101,54,0,0,19,2,0,0.0013646841374697755
6851834930842864902,#duet with @angelicnecrosis  SUSSSSSS,2020-07-21 07:39:03,11,False,happiest year of my life,799,9,0,0,0,37,1,0,7,1,0,4.541560871930192e-05
6851451112487374086,I’m sorry,2020-07-20 06:49:38,20,False,original sound,458,26,2,0,101,9,0,0,6,0,1,0.0003207258284852494
6850969327466712325,#fyp,2020-07-18 23:40:01,13,False,original sound,272,23,1,0,0,4,1,0,23,5,1,0.00017045058010582405
6850266365316648197,This was funnier in our heads #fyp,2020-07-17 02:12:10,15,False,EGO,1768,19,1,0,0,34,1,0,2,4,0,0.00023995722829322808
6850261672070794502,We had to convince them for soooo long❤️ they always cave😇 #fyp #HiddenGems #foryou,2020-07-17 01:53:58,9,False,Famous (I'm the One),660,13,1,0,0,83,3,0,1,4,0,0.00018070444711615157
6850140403652414726,#fyp #foryou #UnitedWeDance,2020-07-16 18:03:21,21,False,оригинальный звук,152,5,1,0,0,27,3,0,18,3,0,0.0001489854531855781
6849177004122574085,THEEEESSSE #fyp,2020-07-14 03:44:54,34,False,ICY GRL,170,11,0,0,0,15,1,0,3,1,0,1.6467182495982878e-05
6849162582184529157,#duet with @yolozski flexin on em #fyp #foryou #BeatsDaisyChallenge #xyzbca,2020-07-14 02:48:56,8,False,original sound,248,27,2,0,0,75,5,0,2,1,1,0.0003113491937555648
6848337682859445510,Her feet are stinky #fyp,2020-07-11 21:27:52,7,False,If That's Not Love - Album Version,232,8,0,0,0,24,1,0,21,5,0,1.6889675001191776e-05
6847609394029464837,@ansonseabra just commented on @sarahsnyyyder video. This is my last tik tok ever. Blowww me up you will never seen me again #fyp,2020-07-09 22:21:44,14,False,original sound,247,17,1,0,0,129,1,0,22,3,1,0.0001640272476146699
6846591243338697989,🧚🏽‍♂️ #fyp,2020-07-07 04:31:01,14,False,The One That Got Away by Katy Perry,1172,49,5,0,0,10,1,0,4,1,0,0.0007913035933466447
6846273143745662213,Fight me on this #fyp,2020-07-06 07:56:27,5,False,Obsessed,4018,55,6,13,0,21,1,0,7,0,0,0.0011572706237574083
6846259446314831110,I’m genuinely curious. Like is this possible. Would love to hear some thoughts.,2020-07-06 07:03:19,28,False,original sound,1428,86,6,1,101,79,0,0,7,0,1,0.0009808920353561374
6846256563364138246,,2020-07-06 06:52:08,6,False,Don't Stop..Planet Rock,217,4,0,0,101,3,0,0,6,0,0,1.2688754431043942e-05
6844949075138202886,#fyp !!,2020-07-02 18:18:21,9,False,original sound,1942,33,5,0,0,7,1,0,18,3,1,0.0008149878541956153
6844947835184499973,,2020-07-02 18:13:32,15,False,original sound,205,7,0,0,101,3,0,0,18,3,1,1.4705294644483353e-05
6844327610294570245,Sassy moody mermaid. All credit given to my patient friend @tiktokroyalty01  #fyp #foryou #foryoupage,2020-07-01 02:06:46,15,False,Savage,273,18,1,1,0,101,3,0,2,2,0,0.00017257310372726175
6843980987479624966,im in shockkkkkk#LittleBitFancy #FavoriteRecipe #CheckMeOutChallenge #tpain #foryou,2020-06-30 03:41:42,13,False,T-Pain Mashup,225,13,3,0,0,83,5,0,3,1,0,0.0004366851396641885
6843265321881701638,,2020-06-28 05:24:35,9,False,Could Nevva,191,5,0,0,101,3,0,0,5,6,0,1.2287760105985157e-05
6842916872975895813,This is so dumb gn,2020-06-27 06:52:25,17,False,original sound,592,27,2,0,101,18,0,0,6,5,1,0.0003281297388598652
6842495711242685701,#DogsOfTikTok #fyp #foryou  using bo ridge for clout,2020-06-26 03:38:05,11,False,Alice in Wonderland,219,11,0,0,0,52,3,0,3,4,0,1.885743456025822e-05
6842083155202051334,Pick me @mrbeast,2020-06-25 00:57:08,14,False,original sound,260,19,3,0,101,16,0,0,0,3,1,0.0004435962786990723
6841730975278451973,#fyp #omg #365days,2020-06-24 02:10:30,3,False,original sound,261,9,0,0,0,18,3,0,2,2,1,1.917161666664613e-05
6838437948149583109,Idek the words. Use my sound! #fyp,2020-06-15 05:11:54,7,False,original sound,288,8,0,0,0,34,1,0,5,0,1,1.962139164607788e-05
6837641329317629189,iykyk #fyp #foryoupage #foryou,2020-06-13 01:40:35,7,False,original sound,429,18,2,0,0,30,3,0,1,5,1,0.0003123727679993267
6837339400968342789,#TikTokBrushes #fyp #WorkoutPlan,2020-06-12 06:09:10,13,False,original sound,214,11,0,0,0,32,3,0,6,4,1,1.8613531288393386e-05
6837258770595302661,😭😭😭 #fyp,2020-06-12 00:56:03,24,False,Chicago Freestyle - Remix,287,24,1,0,0,8,1,0,0,4,0,0.00017204959261005688
6835839281303489797,#fyp #elitesideoftiktok,2020-06-08 05:07:45,13,False,original sound,223,9,0,0,0,23,2,0,5,0,1,1.7317951800473415e-05
6835832723647499526,#duet with @roberttolppi #NotOneThing #fyp,2020-06-08 04:42:17,10,False,Ameno hatsune miku,1937,90,5,1,0,42,3,0,4,0,0,0.0008705904605863919
6835756389151886598,💃🏽💃🏽 #fyp #NotOneThing,2020-06-07 23:46:03,8,False,original sound,3415,122,6,6,0,22,2,0,23,6,1,0.0011410933744374833
6835026421803420934,This was much harder than it needed to be #fyp,2020-06-06 00:33:23,21,False,original sound,318,11,0,0,0,46,1,0,0,5,1,2.3686719343181867e-05
6835014999711288581,Worth it🤓 #upcycling #foryou #fyp #fire,2020-06-05 23:49:04,50,False,Fire On Fire,307,6,1,0,0,39,4,0,23,4,0,0.00015741375730202617
6833270303506976006,I have spider smashed in my carpet #Walmart2hrExpress #fyp #foryoupage #spiderman,2020-06-01 06:58:49,15,False,Go Go Go Who's Next?,226,9,0,0,0,81,4,0,6,0,0,1.746429376359231e-05
6832018486294760709,#foryoupage #foryou #fyp,2020-05-28 22:01:04,11,False,original sound,321,13,11,0,0,24,3,0,22,3,1,0.0015501691912851022
6831748505149639942,Alllllll love hereee #fyp,2020-05-28 04:33:26,10,False,Hotel Room Service,1639,21,0,0,0,25,1,0,4,3,0,9.679899065625351e-05
6831416000626347270,#duet with @javontheunique why,2020-05-27 07:03:09,17,False,original sound,447,9,2,1,0,30,1,0,7,2,1,0.0003118553519905515
6831369934396820741,I wasn’t allowed in their tik tok. Pls blow this up😿 #foryoupage #fyp #foryour,2020-05-27 04:04:24,9,False,original sound,393,15,2,0,0,78,3,0,4,2,1,0.0003080147563759849
6831017622050540805,🥰 @throckmorton420 #foryoupage #fyp,2020-05-26 05:17:15,18,False,original sound,253,8,2,1,0,35,2,0,5,1,1,0.0003015246023535577
6830292773908811014,Idek,2020-05-24 06:24:28,23,False,original sound,237,10,0,0,101,4,0,0,6,6,1,1.8868183650333273e-05
6828968162776632581,"1 like = 1 prayer (for me, not the spider) #foryoupage #spiderman #fyp",2020-05-20 16:44:15,20,False,Itsy Bitsy Spider,352,18,0,0,0,70,3,0,16,2,0,3.1416380412331056e-05
6828393084942830853,#foryou #fyp,2020-05-19 03:32:41,29,False,The Hanging Tree,211,15,1,0,0,12,2,0,3,1,0,0.00016053653867996643
6828285279078518022,#foryoupage #bored #coronacation,2020-05-18 20:34:19,7,False,Bored in the House,353,20,1,0,0,32,3,0,20,0,0,0.0001717999050441193
