id,desc,createTime,video.duration,author.verified,music.title,stats.playCount,stats.diggCount,stats.commentCount,stats.shareCount
6823915223615835398,#boredinthehouse #boredathome #funwithfriends @_ohmiles,2020-05-07 01:56:15,50,False,original sound,28,2,0,0
6814576041168735494,#Spammusubi kind of day #food #cookingvideo #spam,2020-04-11 21:55:27,15,False,Moana Marie,1250,36,1,1
6807915550593846534,Can’t stop won’t stop. #cat #cats #catlover #catsofday #catsoftiktok,2020-03-24 23:09:23,9,False,ICY GRL,78,23,0,0
6806227397118119173,#happyathome,2020-03-20 09:58:27,5,False,Who R U,446,22,0,0
6806214369471515909,Coming out of this pandemic like...,2020-03-20 09:07:54,2,False,Good Morning,71,40,1,0
6828417893441719558,First tiktok,2020-05-19 05:08:58,5,False,original sound,2068,25,0,0
6702103133679521030,,2019-06-13 19:43:07,14,False,Y.M.C.A.,101,8,1,0
6702102944151506181,,2019-06-13 19:42:22,15,False,Y.M.C.A.,187,11,2,0
6701352677781032198,,2019-06-11 19:10:57,8,False,original sound,125,13,2,0
6699596396653186309,,2019-06-07 01:35:41,6,False,original sound,231,7,1,0
6692470394416270598,#makemefamous #fyp #foryoupage  #foryou #justforfun,2019-05-18 20:43:10,14,False,Ponyo On the Cliff By the Sea,44,5,1,0
6691704063144234246,I promise we treat her like a princess #foryoupage #foryou #babygirl #baby #scared #pleaselikethis,2019-05-16 19:09:24,6,False,original sound,28,3,0,0
6690261815521185030,,2019-05-12 21:52:45,6,False,original sound,165,9,3,3
6687560791308111109,,2019-05-05 15:11:24,14,False,Let's go！,161,3,1,2
6820255490023460102,"My babies 🥺❤️ sorry i haven’t been active, there has been a family tragedy.. 🤍🕊 but enjoy this video! #foryou #fyp #mickeymouseclubhouse",2020-04-27 05:14:37,16,False,original sound,437,58,3,3
6809792492775460102,only if i can change the picture in my yearbook 😭 #foryou #foryoupage #fyp #quarantine #makeup,2020-03-30 00:32:50,17,False,kid fran moon,5445,521,11,3
6809407184120597765,"lolpeep the shirt i made “when i lose these lonjas, it’s over for you pendejas”#quarantine #beinginquarantinebelike #fyp #foryoupage #foryou",2020-03-28 23:37:38,15,False,Roses - Imanbek Remix,105900,22600,203,182
6808417710410616069,am i too late for the trend?? #repost #foryoupage #foryou #foryourpage #catfish #oops,2020-03-26 07:38:00,12,False,My Heart Went Oops,3988,182,10,6
6859473890842840326,I got so carried away.  #fyp #Alphets #foryou,2020-08-10 21:42:06,40,False,original sound,1277,53,11,8
6858837086619880709,,2020-08-09 04:31:03,8,False,original sound,164,7,0,0
6858802625387793669,don’t hate. Appreciate #fyp #trump2020 #biden2020,2020-08-09 02:17:18,18,False,Mood Swings,309,11,0,4
6858499212544314630,#fyp,2020-08-08 06:39:57,34,False,original sound,257,16,4,2
6857963345262169349,#greenscreenvideo no words,2020-08-06 20:00:25,9,False,original sound,203,9,2,0
6857051584875072774,Seriously that would look so cool. Cause usually big beards are frizzy and uglay,2020-08-04 09:02:25,34,False,original sound,171,8,0,0
6857050596550249734,Prove me wrong,2020-08-04 08:58:54,15,False,original sound,158,6,0,0
6856877240869833990,You may call me mini girl,2020-08-03 21:45:48,14,False,original sound,218,19,1,0
6854427303347260678,Yeah...idk either,2020-07-28 07:18:46,11,False,paradises room,1245,84,11,11
6853656122742689030,Do our dance,2020-07-26 05:26:12,15,False,RICKY DESKTOP THE DICE BEAT,183,5,0,1
6853654625669696773,,2020-07-26 05:20:23,15,False,RICKY DESKTOP THE DICE BEAT,203,7,2,0
6853653584698002693,,2020-07-26 05:16:21,15,False,RICKY DESKTOP THE DICE BEAT,176,5,0,0
6852387186646551814,I couldn’t sleep with my ears exposed for like 2 years,2020-07-22 19:22:01,56,False,I am at ur moms house,3617,71,8,3
6851834930842864902,#duet with @angelicnecrosis  SUSSSSSS,2020-07-21 07:39:03,11,False,happiest year of my life,799,9,0,0
6851451112487374086,I’m sorry,2020-07-20 06:49:38,20,False,original sound,458,26,2,0
6850969327466712325,#fyp,2020-07-18 23:40:01,13,False,original sound,272,23,1,0
6850266365316648197,This was funnier in our heads #fyp,2020-07-17 02:12:10,15,False,EGO,1768,19,1,0
6850261672070794502,We had to convince them for soooo long❤️ they always cave😇 #fyp #HiddenGems #foryou,2020-07-17 01:53:58,9,False,Famous (I'm the One),660,13,1,0
6850140403652414726,#fyp #foryou #UnitedWeDance,2020-07-16 18:03:21,21,False,оригинальный звук,152,5,1,0
6849177004122574085,THEEEESSSE #fyp,2020-07-14 03:44:54,34,False,ICY GRL,170,11,0,0
6849162582184529157,#duet with @yolozski flexin on em #fyp #foryou #BeatsDaisyChallenge #xyzbca,2020-07-14 02:48:56,8,False,original sound,248,27,2,0
6848337682859445510,Her feet are stinky #fyp,2020-07-11 21:27:52,7,False,If That's Not Love - Album Version,232,8,0,0
6847609394029464837,@ansonseabra just commented on @sarahsnyyyder video. This is my last tik tok ever. Blowww me up you will never seen me again #fyp,2020-07-09 22:21:44,14,False,original sound,247,17,1,0
6846591243338697989,🧚🏽‍♂️ #fyp,2020-07-07 04:31:01,14,False,The One That Got Away by Katy Perry,1172,49,5,0
6846273143745662213,Fight me on this #fyp,2020-07-06 07:56:27,5,False,Obsessed,4018,55,6,13
6846259446314831110,I’m genuinely curious. Like is this possible. Would love to hear some thoughts.,2020-07-06 07:03:19,28,False,original sound,1428,86,6,1
6846256563364138246,,2020-07-06 06:52:08,6,False,Don't Stop..Planet Rock,217,4,0,0
6844949075138202886,#fyp !!,2020-07-02 18:18:21,9,False,original sound,1942,33,5,0
6844947835184499973,,2020-07-02 18:13:32,15,False,original sound,205,7,0,0
6844327610294570245,Sassy moody mermaid. All credit given to my patient friend @tiktokroyalty01  #fyp #foryou #foryoupage,2020-07-01 02:06:46,15,False,Savage,273,18,1,1
6843980987479624966,im in shockkkkkk#LittleBitFancy #FavoriteRecipe #CheckMeOutChallenge #tpain #foryou,2020-06-30 03:41:42,13,False,T-Pain Mashup,225,13,3,0
6843265321881701638,,2020-06-28 05:24:35,9,False,Could Nevva,191,5,0,0
6842916872975895813,This is so dumb gn,2020-06-27 06:52:25,17,False,original sound,592,27,2,0
6842495711242685701,#DogsOfTikTok #fyp #foryou  using bo ridge for clout,2020-06-26 03:38:05,11,False,Alice in Wonderland,219,11,0,0
6842083155202051334,Pick me @mrbeast,2020-06-25 00:57:08,14,False,original sound,260,19,3,0
6841730975278451973,#fyp #omg #365days,2020-06-24 02:10:30,3,False,original sound,261,9,0,0
6838437948149583109,Idek the words. Use my sound! #fyp,2020-06-15 05:11:54,7,False,original sound,288,8,0,0
6837641329317629189,iykyk #fyp #foryoupage #foryou,2020-06-13 01:40:35,7,False,original sound,429,18,2,0
6837339400968342789,#TikTokBrushes #fyp #WorkoutPlan,2020-06-12 06:09:10,13,False,original sound,214,11,0,0
6837258770595302661,😭😭😭 #fyp,2020-06-12 00:56:03,24,False,Chicago Freestyle - Remix,287,24,1,0
6835839281303489797,#fyp #elitesideoftiktok,2020-06-08 05:07:45,13,False,original sound,223,9,0,0
6835832723647499526,#duet with @roberttolppi #NotOneThing #fyp,2020-06-08 04:42:17,10,False,Ameno hatsune miku,1937,90,5,1
6835756389151886598,💃🏽💃🏽 #fyp #NotOneThing,2020-06-07 23:46:03,8,False,original sound,3415,122,6,6
6835026421803420934,This was much harder than it needed to be #fyp,2020-06-06 00:33:23,21,False,original sound,318,11,0,0
6835014999711288581,Worth it🤓 #upcycling #foryou #fyp #fire,2020-06-05 23:49:04,50,False,Fire On Fire,307,6,1,0
6833270303506976006,I have spider smashed in my carpet #Walmart2hrExpress #fyp #foryoupage #spiderman,2020-06-01 06:58:49,15,False,Go Go Go Who's Next?,226,9,0,0
6832018486294760709,#foryoupage #foryou #fyp,2020-05-28 22:01:04,11,False,original sound,321,13,11,0
6831748505149639942,Alllllll love hereee #fyp,2020-05-28 04:33:26,10,False,Hotel Room Service,1639,21,0,0
6831416000626347270,#duet with @javontheunique why,2020-05-27 07:03:09,17,False,original sound,447,9,2,1
6831369934396820741,I wasn’t allowed in their tik tok. Pls blow this up😿 #foryoupage #fyp #foryour,2020-05-27 04:04:24,9,False,original sound,393,15,2,0
6831017622050540805,🥰 @throckmorton420 #foryoupage #fyp,2020-05-26 05:17:15,18,False,original sound,253,8,2,1
6830292773908811014,Idek,2020-05-24 06:24:28,23,False,original sound,237,10,0,0
6828968162776632581,"1 like = 1 prayer (for me, not the spider) #foryoupage #spiderman #fyp",2020-05-20 16:44:15,20,False,Itsy Bitsy Spider,352,18,0,0
6828393084942830853,#foryou #fyp,2020-05-19 03:32:41,29,False,The Hanging Tree,211,15,1,0
6828285279078518022,#foryoupage #bored #coronacation,2020-05-18 20:34:19,7,False,Bored in the House,353,20,1,0
6828020293403970822,Life is a lieeeee #foryoupage #fyp #coronavirus,2020-05-18 03:26:04,5,False,Buttercup,1185,20,3,0
6827163136672419077,🤦🏼‍♀️#foryoupage #fyp #InTheHouseparty,2020-05-15 19:59:49,15,False,Ayy Ladies,416,28,1,0
6826961967371062534,#foryoupage #foryou #EatEmUp,2020-05-15 06:59:16,9,False,original sound,1091,56,4,0
6826556626120477958,#foryou #debbyryan,2020-05-14 04:46:17,13,False,original sound,1504,101,4,6
6826527565365234949,#quarentine #foryou #fyp,2020-05-14 02:53:38,8,False,Yoga,446,29,2,0
6826166288381906181,Tag her pls! #foryou #debbyryan,2020-05-13 03:31:35,8,False,Right Back Where We Started From,360,14,6,0
6825760847680376069,Seriously though... or like seeing an old person alone at a restaurant omg,2020-05-12 01:18:21,10,False,Savage Remix,256,17,5,1
6825705727584128262,I’m really bored. Yes I’m aware the pronunciation is probably terrible. I used google translate. #foryou #fyp #finalsathome,2020-05-11 21:44:20,14,False,original sound,240,20,3,0
6825088039593774341,That’s all. #foryou,2020-05-10 05:47:26,30,False,original sound,346,12,3,2
6824716580442672389,Wtf #foryou #fyp,2020-05-09 05:46:00,7,False,Criminal,230,6,0,0
6824685550956547333,Ur a real one if you know him #foryou #fyp #ScoobDance,2020-05-09 03:45:33,7,False,original sound,238,12,4,0
6823977085808168197,Bruhhh.,2020-05-07 05:56:23,22,False,original sound,257,8,2,0
6823571490965818629,#cincodemayo #foryou,2020-05-06 03:42:26,16,False,Tequila,239,15,3,0
6823441471966809349,#greenscreen #foryou #fyp life will never be the same 💔,2020-05-05 19:17:52,11,False,Heart On Ice,232,14,0,0
6823165604728425734,Facts though #foryou #fyp,2020-05-05 01:27:22,7,False,SIKEEEE,324,15,0,0
6823121530101206277,#eyeslipsface #foryou all true tho,2020-05-04 22:36:20,15,False,Classical Music,1806,44,3,1
6821696022658551046,#morph #foryou #fyp #xyzbca Forgive me for this,2020-05-01 02:24:39,9,False,When Worlds Collide,216,9,2,0
6821572280074669317,#duet with @willbippus Rip Debby ❤️ #foryou,2020-04-30 18:24:26,9,False,original sound,12100,821,9,20
6821311534585662726,Ed Edd N Eddy🔥🔥 #neverfitin #foryou #fyp #greenscreen,2020-04-30 01:32:38,10,False,original sound,204,5,0,0
6821212587359931653,#greenscreen #foryou #fyp,2020-04-29 19:08:39,7,False,SkiNNNYYYYYYYYYY,269,18,0,0
6821034063772601606,Tik tok took it down at 30k #daysoftheweek #foryou #fyp,2020-04-29 07:35:56,10,False,Asshole,1689,40,3,1
6820973109143686406,I’m dead serious #trending,2020-04-29 03:39:23,7,False,Last Christmas - Remastered,210,8,3,0
6820616675344256262,#neverfitin #foryou,2020-04-28 04:36:15,11,False,Death,227,5,0,0
6820571637092470021,#duet with @fitlikesosa #fyp,2020-04-28 01:41:27,16,False,I Just Want to Be the One You Love,206,4,1,0
6820553955479768325,I feel bad he was so nice,2020-04-28 00:32:50,23,False,the joke is on you. icarly,206,15,1,0
6820243008588418310,😤😤😤 #fyp #MMMDrop #SpaDeOlay,2020-04-27 04:26:13,14,False,Moon (And It Went Like),257,7,2,0
6820153061713923334,Let me outta this b #fyp,2020-04-26 22:37:09,21,False,original sound,218,3,2,0
6820093619584748806,Life is so unfair #foryou #fyp #SpaDeOlay,2020-04-26 18:46:29,6,False,If U Seek Amy,420,20,4,2
6820084318594010373,#MMMDrop #fyp #foryou,2020-04-26 18:10:23,10,False,Trap Sax,535,29,5,4
6819508115906596101,Trump told me he will take us off lockdown if this blows up❤️😀#MMMDrop #promplaylist #fyp #goingpro #foryou,2020-04-25 04:54:28,16,False,Play Date,256,11,2,0
6818670471828065542,Welp #fyp #notforyou #earthday,2020-04-22 22:43:57,19,False,Personal,204,1,2,0
6818346496212208902,My mom said I can’t eat my fish tacos if this doesn’t blow up😢 #fyp,2020-04-22 01:46:46,19,False, Fast,239,10,3,1
6850573151638654213,I refuse to leave voicemails for this exact reason 😩 #fyp #foryou #foryoupage #voicemail #ashleyvee,2020-07-17 22:02:39,21,False,original sound,42200,2817,80,85
6837953807431879942,Im a messy eater 🤷🏻‍♀️  #fyp #foryoupage #ashleyvee,2020-06-13 21:53:09,26,False,original sound,5061,560,33,12
6823318085307780357,every time 🥺🍗 #fyp #foryoupage #foryou #ashleyvee #kalebwes #kimkardashian #kanyewest #chikfila @lif3eeeeee,2020-05-05 11:19:06,10,False,Trumpet Sax,9161,473,10,4
6823273347812543750,sick and tired 🥺 #fyp #foryou #foryoupage #ashleyvee #luciddreams,2020-05-05 08:25:31,9,False,original sound,8649,445,13,15
6820316007777717509,Me after my first night out 💃🏻 #quarantine #ashleyvee #fyp #foryou #foryoupage #kalebwes @lif3eeeeee,2020-04-27 09:09:30,14,False,original sound,12300,863,28,35
6820290158672350470,Most of the time ppl think it’s actually me... #fyp #foryou #foryoupage #ashleyvee #lipsync,2020-04-27 07:29:12,15,False,,10800,470,26,4
6818785723215383814,Mochi 🦊 #fyp #foryou #foryoupage #dog #mochi #ashleyvee,2020-04-23 06:11:14,15,False,triggering dog sounds,4335,129,6,1
6818066646981283078,BOBA MASTER 🙏🏻 #foryoupage #foryou #fyp #boba #ashleyvee #quarantine #boredathome,2020-04-21 07:40:51,16,False,Bathroom Dance,19000,1325,48,36
6816783138090388741,Couples in Quarantine... 🤬🤾🏻 #fyp #foryou #foryoupage #couples #quarantine #ashleyvee #3vetschallenge @jargondyonisis,2020-04-17 20:40:07,7,False,3 Vets,8236,504,29,10
6813778485056670981,me after spending on to-go’s while on quarantine 😣 #foryou #foryoupage #bank #ashleyvee #fyp,2020-04-09 18:20:32,14,False,1.25 DASSIT,23400,1141,42,38
6812464419415674117,when all the barber shops are CLOSED during #quarantine 😩  #fyp #foryou #foryoupage #hair #mom #haircut @lif3eeeeee,2020-04-06 05:21:21,10,False,original sound,32000,2776,37,42
6811596005021207814,Ready for a another crazy weekend! 🙄 #fyp #foryou #foryoupage #stayhome #tothewindowtothewall,2020-04-03 21:11:24,9,False,original sound,31500,1497,38,42
6811347645928361221,Teachers VS Parents during #quaratine #fyp #foryou #foryoupage #parents #kalebwes #ashleyvee #homeschool #cronoviruslockdown @lif3eeeeee,2020-04-03 05:07:41,45,False,original sound,41600,4437,99,199
6810993336900488454,I call this Co-Parentine! #fyp #foryoupage #somethingnew #somethingnewchallenge #ashleyvee @lif3eeeeee @lfvsupreme,2020-04-02 06:12:48,20,False,original sound,13100,417,6,6
6809824078153780486,30 xtra days into quarantine be like.. 🥴 #haveyoueverhadadream #quarantine #happyathome #kalebwes #ashleyvee @lif3eeeeee,2020-03-30 02:35:26,10,False,ZZZ,44200,2002,79,147
6809809673252769029,easy work 😝 #fruitfollupchallenge with @lif3eeeeee  #fyp #foryoupage #kalebwes #ashleyvee,2020-03-30 01:39:32,30,False,123start,200100,30500,896,241
6809796576765152518,"We can take ya mans if we want to, lucky for you we don’t want to 💁🏻‍♀️💋 @antonhuibrex @su.blu #foryoupage #fyp #makeup  #ashleyvee",2020-03-30 00:48:43,16,False,Take Your Man,14600,364,15,21
6809140025503108357,this may be my new makeup routine! 😳🤩 #makeuphacks #makeup #lifehack #ashleyvee #quarantine,2020-03-28 06:21:00,34,False,original sound,16100,637,17,54
6808050207205379334,"Me eating breakfast, lunch and dinner everyday during this quarantine 😭 @iamcardib #cardib #quarantine #ashleyvee #MoodBoost",2020-03-25 07:51:57,23,False,original sound,16000,620,23,25
6798602009793596677,who wore it best? 🤣 @jargondyonisis #fliptheswitch #ijustfliptheswitch #ijustfliptheswitch #drake,2020-02-28 20:48:07,12,False,original sound,20800,718,37,23
6814638887063915781,Wash your hands. #petlife #fyp #washyourhands #lizard #wash #viral #workdistractions,2020-04-12 01:59:21,9,False,Wash Your Hands,41,3,0,2
6798420193610714374,How to pack for your girlfriend. #fyp #viral #funny #girlfriend #travel #travelhacks #musthaves #money,2020-02-28 09:02:47,15,False,Money,641,21,1,3
6795428160151325958,Michelin Star ⭐️ Ramen from 7-11 straight from 🇯🇵 Japan!!! #fyp #food #tiktokfoodie #viral #foodlover #ramenchallenge #michelinstar,2020-02-20 07:31:58,15,False,Cannibal,213,4,0,0
6795259832309009670,Homemade ramen. Eat itttttt #fyp #ramen #foodie #foodlover #tiktokfoodie #viral  #followmeh,2020-02-19 20:38:43,15,False,Eat It,477,6,0,0
6789882253250923781,Getting ready to battle like ... #tik_tok #tiktokers #BestThingSince #followmeh #zelda #legendofzelda #sword #viral,2020-02-05 08:51:00,17,False,The Legend Of Zelda A Link To The Past - Ending,1264,28,1,0
6789050590887562501,Protecting shoes. #tiktok #instagram #love #like #tiktokmemes #follow #viral #memes #trending #likeforlikes #instagood #shoes #adidas,2020-02-03 03:03:42,58,False,Shoes,357,7,1,0
6788388408034217221,This bottle blends keurig style capsules! #tiktok #instagram #love #like #tiktokmemes #follow #gadgets,2020-02-01 08:14:06,15,False,Sleepy Baby,260700,7087,12,235
6785382013961555206,Hmm sleep study #sleep #sleepday #wires #ouch,2020-01-24 05:47:47,12,False,Lullaby,458,20,0,2
6809829823007968518,Hampton just wants to party with @steveaoki #dogsoftiktok #tiktokception,2020-03-30 02:57:46,58,False,original sound,263,17,3,0
6809296993341459718,"Am I TikTok-kool yet? Damnit, I prob ruined it with that first sentence...🤦🏽‍♀️😂 #fridgechallenge",2020-03-28 16:30:03,42,False,original sound,1673,103,2,3
6808689003630562566,"Same, Hampton. SAME. #quarantinelife #dogsoftiktok #bostonterrier #inthefeels",2020-03-27 01:10:44,14,False,Documentary (feat. Bigga Rankin),368,30,2,0
6797063044225584389,Mobbin into Monday like... 🤸🏾‍♀️ #canam #glamis #happyplace,2020-02-24 17:16:12,32,False,Honeypie,303,20,0,0
6796510625020398853,"Them: What’d you do Saturday night? Me: oh you know, just chilled... 😂 #mrsandmanchallenge #bostonterrier #vonleepups",2020-02-23 05:32:27,12,False,Mr. Sandman,188,19,0,0
6794222301974973701,Waiting for my @whiteclaw sponsorship... 😎 #kaneohe #whiteclaw #aloha,2020-02-17 01:32:42,5,False,Juicy,539,41,4,1
6786376646686526725,It’s a process... #getreadychallenge,2020-01-26 22:07:25,27,False,Pretty Face,737,55,7,1
6781966804009995525,Last walk in 2019. Lessssssgo 2020 🙌🏽 #pflmma #ringgirl #janeyb,2020-01-15 00:55:05,8,False,Walk This Way,37900,1072,15,19
6859074567076384005,#duet with @cou__lou in love with the beautiful trumpet music 🥰 #art #fyp,2020-08-09 19:52:31,13,False,original sound,141,43,1,0
6858373301635435782,So I did a painting with my toes 🦶🏻🎨#art #fyp #feet  #notbeforemycoffee,2020-08-07 22:31:16,59,False,original sound,185,33,0,0
6853827020644699397,Trying out a new coffee & some art before work 🎨 #work #notbeforemycoffee #fyp #art,2020-07-26 16:29:19,32,False,Love Songs x No Police Funk Mash Up,161,18,0,0
6851400604229684486,When your sister tells you she’s not feeling well #rona #covid19 #fyp #mood,2020-07-20 03:33:37,12,False,original sound,152,15,1,0
6848395130517392646,Current project #red #wip #art #fyp,2020-07-12 01:10:48,20,False,Play Date,172,19,0,0
6842015514592677126,So I got an iPad yesterday! Here’s the first piece I’ve been working on! #procreate #art #wip #fyp #foryoupage,2020-06-24 20:34:38,20,False,Iconique,355,52,2,0
6839350453801618693,Morning routine before I paint #mood #coffee #beforemycoffee #artist #fyp,2020-06-17 16:12:50,15,False,original sound,161,27,1,0
6828986552933436677,WIP of one my favorite movies #wolfofwallstreet #wip #art #painting #fyp #foryoupage,2020-05-20 17:55:36,13,False,Wolf of Wall Street,159,12,0,0
6828370080888311045,Just some water color practice #watercolor #doodle #fyp #quinn,2020-05-19 02:03:24,6,False,You Don't Own Me ,183,8,0,0
6828286458810338566,I made my first T-shirt evvverrr!!!! Thinking about doing more of these. What should I paint next? #art #fashion #zyxcba #fyp #foryoupage,2020-05-18 20:38:53,20,False,Roses - Imanbek Remix,173,21,1,0
6827476237292752134,I thought getting a new desk would help me stay organized... heres how it’s going 🤦🏼‍♀️ #art #artist #struggle #zyxcba #fyp #foryoupage,2020-05-16 16:14:49,15,False,Them Changes,180,14,3,0
6826787207592824070,Walking out of quarantine like... #swag #art #painting #quarantine #fyp #foryoupage,2020-05-14 19:41:01,20,False,Smokestack Lightning,170,13,0,0
6824706172508065030,I’m only on here for artist and funny nonsense accounts.. no fitness stuff on my fyp plssss #essential #covid19 #quarantine #mood #fyp #foryoupage,2020-05-09 05:05:36,39,False,original sound,99,12,0,0
6823823980189748485,Current #wip 🎨 #art #artist #painting #xyzabc #fyp #foryoupage #swag #vibecheck,2020-05-06 20:02:11,20,False,SIX'FO,130,27,0,0
6820519571410177286,If it wants to be ugly.. then it gets to be ugly #ugly #gross #art #artfail #fyp #getfamous #foryoupage #mood,2020-04-27 22:19:24,12,False,I'm Ugly?,168,19,0,0
6820214593114230022,Taking the time to learn some new mediums 🎨 #mood #queen #vibecheck #fyp #artist #foryoupage #xyzbca,2020-04-27 02:35:57,18,False,Glitter,202,47,6,0
6819079019749821702,Fun dresser project for my friend! #fashion #purple #painting #vibe #fyp #pink,2020-04-24 01:09:20,17,False,Summer Days,244,46,0,2
6818770052620373253,"Couldn’t find an audio that worked, but this is me super excited after I got off work to find out I sold two paintings in one day! #art #artist #werk",2020-04-23 05:10:25,13,False,original sound,211,56,4,0
6818604273870310661,My pre painting routine since quarantine started 🎨 #artist #painting #coffee #butfirstcoffee #quarantinelife #sacramento,2020-04-22 18:27:03,18,False,Myself,1068,64,0,0
6810519540380814598,Last time I posted this got taken down. Learning some new painting techniques 🎨 #art #artist #Queen #mood #artcheck #fyp #foryoupage,2020-03-31 23:34:11,18,False,Roxanne,161,28,1,1
6810127067254951173,I played with clay for the first time and make an incense holder 🎨 #clay #art #drip #fyp #quarantine,2020-03-30 22:11:11,19,False,Funeral,3998,373,1,3
6808633188701768966,When you’re going a little stir crazy at work and buy some chalk. #mural #art #chalk #artist #coronavirus #fyp #foryoupage,2020-03-26 21:34:09,20,False,Still Don't Know My Name,1759,537,12,5
6805587006479944966,"Quick under painting, more to come 🤪 #art #painting #gaga #ladygaga #wip #oilpainting",2020-03-18 16:33:25,19,False,Stupid Love,196,20,0,0
6803822823698631942,Gold knots 💙 #art #wip #artist #painting #angel #beforecoffee #gold #vibes #artshow,2020-03-13 22:27:30,11,False,ily (i love you baby),241,62,2,0
6803170677059833093,Some dope shin guards for my friend who does wresting!! #art #artist #acrylic #mood #fyp,2020-03-12 04:17:00,18,False,Hold On,263,58,0,0
6780896541562506502,Saturday mini painting 🎨 #corpsebride #art #fyp #foruyou #foryoupage,2020-01-12 03:41:49,19,False,Panic Room,263,73,0,0
6771188114326129925,Some moody brush cleaning before it’s time to paint #art #artist #fyp #paint #foryoupage,2019-12-16 23:48:11,14,False,idontwannabeyouanymore,199,36,0,0
6770417269005716742,90% of the time I paint a face under the background 🎨 #art #artist #fyp #foryoupage,2019-12-14 21:56:57,12,False,No Idea,2775,171,1,2
6767190036053052678,Beauty school drop out ✨ #paint #art #fyp #foryou #foryoupage,2019-12-06 05:13:39,19,False,Grease,1870,411,7,3
6766428088843652357,Feeling a little uninspired tonight but I’m committed to doing something daily. #skull #paint #art #fyp,2019-12-04 03:56:53,20,False,Buttercup,2415,687,7,3
6765673120243125510,Painting something until I get on the for you page.. #fyp #foryou #art #artist #lucifermorningstar,2019-12-02 03:07:12,19,False,Cradles,996,271,13,0
6763698223207943430,"First try at this app, a little rocky but we got there! #art #painting",2019-11-26 19:23:33,12,False,I'm booked,2769,535,2,3
6819872444484979973,"Quarantine project #1,001",2020-04-26 04:28:12,15,False,My Baby Daddy,69,0,0,0
6859168521990016262,Little cruise on the Grom 🏍 #Honda #grom #motorcycle #scooter #houston,2020-08-10 01:57:09,16,False,original sound,750,65,1,1
6857614088386776326,Love this color combo 💸 #rollsroyce #cars #exotic #luxury,2020-08-05 21:25:08,23,False,Element,1303,177,1,11
6856091235233418502,More of the Cullinan I posted before 🔥 #rollsroyce #cullinan #luxury #exotic #cars,2020-08-01 18:55:40,15,False,Such a Whore (Baddest Remix),1996,308,0,11
6854270282983542022,The Bulletproof Rezvani Tank. #bulletproof #exotic #cars,2020-07-27 21:09:24,14,False,RNB,1598,163,1,2
6853906046658956550,Coolest Maserati I’ve seen 😳 #Maserati #exotic #custom #luxury,2020-07-26 21:35:59,15,False,original sound,7287,764,3,45
6853224052811779334,Ferrari or Lamborghini? #ferrari #luxury #exotic #cars #supercar #fyp,2020-07-25 01:29:31,23,False,Paper Planes,1147,105,2,1
6852494954648931589,Shelby twins 🇺🇸 #Mustang #shelby #americanmuscle #ford #cars #fyp,2020-07-23 02:20:15,21,False,BabyK Rico,1039,188,3,3
6851737115848494342,“Mr. Crap” 🤣 #fyp,2020-07-21 01:19:26,10,False,original sound,795,50,0,0
6850250026044755205,Things about Rolls Royce that just make sense ✨ #rollsroyce #luxury #exotic,2020-07-17 01:08:46,24,False,Violent crimes Kanye West,742,81,6,0
6849845782460321030,Ultimate G Wagon ⚔️ #euro #Benz #amg #luxury #exotic #4x4 #cars,2020-07-15 23:00:05,15,False,Shhh (Pew Pew),1175,174,4,7
6849492602346130694,Rolls Royce truck that’s tuff ✊🏾 #luxury #exotic #rollsroyce #cars #fyp,2020-07-15 00:09:34,29,False,That's Tuff,627,79,4,8
6847610554136235269,Anyone else gonna have way too much free time if Tik Tok gets deleted? 😫 #Houston #fyp #cars #lexus #luxury #custom,2020-07-09 22:26:15,12,False,original sound,3270,384,3,6
6843143237352295686,Ferrari 🏎 #luxury #exotic #Ferrari #cars,2020-06-27 21:30:46,24,False,Roses - Imanbek Remix,2873,521,0,5
6842744262933728518,Limited 2500 🤠 #ram #truck #luxury #houston #fyp,2020-06-26 19:42:33,19,False,Lil Mama,1235,103,0,4
6842079052203871493,Exotic Garage 🤞🏾 #luxury #exotic #Ferrari #bugatti #cars #houston,2020-06-25 00:41:13,23,False,TIMOTHÉE CHALAMET ladies and gents,1109,134,1,2
6840920488466795781,Lambo Urus 🩸 #lamborghini #urus #exotic #luxury #houston #cars #fancy,2020-06-21 21:45:23,13,False,cant say dance,1443,170,2,3
6840471978583854341,Luxury 💰 #exotic #euro #luxury #cars #houston #audi #bentley #rollsroyce,2020-06-20 16:44:56,21,False,I Like Him,1446,136,3,7
6839860471546318085,Continental Sport 🙏🏾 #Bentley #luxury #fyp #exotic #houston #euro,2020-06-19 01:11:59,20,False,Deep End Freestyle,4673,671,3,26
6838623289212964101,S class 💡 #Benz #cars #Houston #luxury #exotic #mercedesbenz #amg #fyp,2020-06-15 17:11:04,15,False,Hypnotize - 2007 Remaster,3029,345,1,8
6837254624861244678,Hennessy McLaren 720s 👑 #luxury #exotic #houston #cars #mclaren #supercar #fyp,2020-06-12 00:39:58,22,False,Blue Jean Bandit,3942,659,2,27
6834578407330827526,Mulsanne Interior 🙌🏾 #luxury #exotic #bentley #euro #fancy #houston,2020-06-04 19:34:51,15,False,Turks,4542,611,0,3
6834319469091753221,Mulsanne 🖤 #Bentley #custom #blackedout #cars #luxury #exotic #houston #fyp,2020-06-04 02:50:05,15,False,Deep End Freestyle,4405,787,1,3
